Location,Code
"Padang, Indonesia ",PDG
"Paderborn, Germany ",PAD
"Paducah, KY ",PAH
"Page, AZ ",PGA
"Pago Pago, American Samoa ",PPG
"Pakse, Laos ",PKZ
"Pakuashipi, QC ",YIF
"Pakuba, Uganda ",PAF
"Palacios, Honduras ",PCH
"Palang Karaya, Indonesia ",PKY
"Palanga, Lithuania ",PLQ
"Palembang, Indonesia ",PLM
"Palenque, Mexico ",PQM
"Palermo, Sicily, Italy ",PMO
"Palm Springs, CA ",PSP
"Palma Mallorca, Spain and Canary Islands ",PMI
"Palmar, Costa Rica ",PMZ
"Palmas, TO, Brazil ",PMW
"Palmerston North, New Zealand ",PMR
"Palu, Indonesia ",PLW
"Pamplona, Spain ",PNA
"Panama City, FL ",PFN
"Panama City, Panama - Paitilla ",PAC
"Panama City, Panama - Tocumen Intl ",PTY
"Pangkalanboun, Indonesia ",PKN
"Pangkalpinang, Indonesia ",PGK
"Pangnirtung, NU ",YXP
"Panjger, Pakistan ",PJG
"Pantelleria, Italy ",PNL
"Papa Westray, United Kingdom ",PPW
"Papeete, French Polynesia ",PPT
"Paphos, Cyprus ",PFO
"Para Chinar, Pakistan ",PAJ
"Paraburdoo, WA, Australia ",PBO
"Paradise Island, Bahamas ",PID
"Paramaribo, Suriname - Zanderij Intl ",PBM
"Paramaribo, Suriname - Zorg En Hoop ",ORG
"Parana, ER, Argentina ",PRA
"Parasi, Solomon Islands ",PRS
"Parent, QC - Rail service ",XFE
"Paris, France - All airports ",PAR
"Paris, France - Beauvais-Tille ",BVA
"Paris, France - Charles Degaulle ",CDG
"Paris, France - Orly ",ORY
"Parkersburg, WV/Marietta, OH ",PKB
"Parksville, BC - Rail service ",XPB
"Parma/Milan, Italy ",PMF
"Parnaiba, PI, Brazil ",PHB
"Paro, Bhutan ",PBH
"Pasco, WA ",PSC
"Pasni, Pakistan ",PSI
"Paso de Los Libres, Argentina ",AOL
"Passo Fundo, RS, Brazil ",PFB
"Pasto, Colombia ",PSO
"Patna, India ",PAT
"Patras, Greece ",GPA
"Pau, France ",PUF
"Paulatuk, NT ",YPC
"Pavlodar, Kazakhstan ",PWQ
"Peace River, AB ",YPE
"Peawanuck, ON ",YPO
"Pechora, Russia ",PEX
"Pedro Bay, AK ",PDB
"Pekanbaru, Indonesia ",PKU
"Pelican, AK ",PEC
"Pellston, MI ",PLN
"Pelotas, RS, Brazil ",PET
"Pemba, Mozambique ",POL
"Pemba, Tanzania - Wawi ",PMA
"Pembroke, ON ",YTA
"Penang, Malaysia ",PEN
"Pendleton, OR ",PDT
"Penrhyn Island, Cook Islands ",PYE
"Pensacola, FL ",PNS
"Penticton, BC ",YYF
"Penzance, United Kingdom ",PZE
"Peoria, IL ",PIA
"Perce, QC - Rail service ",XFG
"Pereira, Colombia ",PEI
"Perigueux, France ",PGX
"Perito Moreno, SC, Argentina ",PMQ
"Perm, Russia ",PEE
"Perpignan, France ",PGF
"Perryville, AK ",KPV
"Perth, Western Australia, Australia ",PER
"Perugia, Italy ",PEG
"Pescara, Italy ",PSR
"Peshawar, Pakistan ",PEW
"Petersburg, AK ",PSG
"Petrolina, PE, Brazil ",PNZ
"Petropaulousk-Kamchats, Russia ",PKC
"Petrozavodsk, Russia ",PES
"Phalaborwa, South Africa ",PHW
"Philadelphia, PA - International ",PHL
"Philadelphia, PA - Trenton/Mercer NJ ",TTN
"Phitsanulok, Thailand ",PHS
"Phnom Penh, Cambodia ",PNH
"Phoenix, AZ ",PHX
"Phrae, Thailand ",PRH
"Phu Quoc, Viet Nam - Duong Dang ",PQC
"Phuket, Thailand ",HKT
"Pickle Lake, ON ",YPL
"Pico Island, Portugal ",PIX
"Piedras Negras, Mexico ",PDS
"Pierre, SD ",PIR
"Pietermaritzburg, South Africa ",PZB
"Pietersburb, South Africa ",PTG
"Pikangikum, ON ",YPM
"Pilot Point, AK ",PIP
"Pilot Point, AK - Ugashnik Bay ",UGB
"Pilot Station, AK ",PQS
"Pingtung, Taiwan ",PIF
"Pisa, Italy - Gal Galilei ",PSA
"Pittsburgh, PA ",PIT
"Pituffik, Greenland ",THU
"Piura, Peru ",PIU
"Placencia, Belize ",PLJ
"Platinum, AK ",PTU
"Plattsburgh, NY ",PLB
"Pleiku, Viet Nam ",PXU
"Plettenburg Bay, South Africa ",PBZ
"Plymouth, United Kingdom ",PLH
"Pocatello, ID ",PIH
"Podgoriea, Serbia and Montenegro - Golubovci ",TGD
"Pohnpei, Micronesia ",PNI
"Point Baker, AK ",KPB
"Point Hope, AK ",PHO
"Point Lay, AK ",PIZ
"Pointe Noire, Congo ",PNR
"Pointe-a-Pitre, Guadeloupe ",PTP
"Pointe-aux-Trembles, QC - Rail service ",XPX
"Points North Landing, SK ",YNL
"Poitiers, France - Biard ",PIS
"Poitiers, France - Rail service ",XOP
"Pokhara, Nepal ",PKR
"Poltava, Ukraine ",PLV
"Polyarnyj, Russia ",PYJ
"Ponca City, OK ",PNC
"Ponce, Puerto Rico ",PSE
"Ponce, Puerto Rico ",PSE
"Pond Inlet, NU ",YIO
"Ponta Delgada, Portugal ",PDL
"Ponta Pora, MS, Brazil ",PMG
"Pontianak, Indonesia ",PNK
"Poplar Hill, ON ",YHP
"Popondetta, Papua New Guinea ",PNP
"Popraol/Tatry, Slovakia ",TAT
"Porbandar, India ",PBD
"Pori, Finland ",POR
"Porlamar, Venezuela ",PMV
"Port Alberni, BC ",YPB
"Port Alsworth, AK ",PTA
"Port Angeles, WA ",CLM
"Port Antonio, Jamaica ",POT
"Port Arthur/Beaumont, TX ",BPT
"Port Au Prince, Haiti ",PAP
"Port Augusta, SA, Australia ",PUG
"Port Berge, Madagascar ",WPB
"Port Blair, India ",IXZ
"Port Clarence, AK ",KPC
"Port Elizabeth, South Africa ",PLZ
"Port Gentil, Gabon ",POG
"Port Harcourt, Nigeria ",PHC
"Port Hardy, BC ",YZT
"Port Headland, WA, Australia ",PHE
"Port Heiden, AK ",PTH
"Port Hope Simpson, NL ",YHA
"Port Lincoln, SA, Australia ",PLO
"Port Macquarie, NS, Australia ",PQQ
"Port Meiner, QC ",YPN
"Port Moller, AK ",PML
"Port Moresby, Papua New Guinea ",POM
"Port of Spain, Trinidad ",POS
"Port Protection, AK ",PPV
"Port Stanley, Falkland Islands ",PSY
"Port Sudan, Sudan ",PZU
"Port Vila, Vanuatu ",VLI
"Portage Creek, AK ",PCA
"Portland, ME ",PWM
"Portland, OR ",PDX
"Portland, VI, Australia ",PTJ
"Porto Alegre, RS, Brazil ",POA
"Porto Santo, Portugal ",PXO
"Porto Seguro, Brazil ",BPS
"Porto Velho, RO, Brazil ",PVH
"Porto, Portugal ",OPO
"Portoviejo, Ecuador ",PVO
"Portsmouth, NH ",PSM
"Posadas, MI, Argentina ",PSS
"Postville, NL ",YSO
"Poughkeepsie, NY ",POU
"Povungnituk, QC ",YPX
"Powell River, BC ",YPW
"Poza Rico, Mexico ",PAZ
"Poznan, Poland ",POZ
"Prague, Czech Republic ",PRG
"Praia, Cape Verde ",RAI
"Pres. Roque Saenz Pena, CH, Argentina ",PRQ
"Prescott, AZ ",PRC
"Prescott, ON - Rail service ",XII
"Presidente Prudente, SP, Brazil ",PPB
"Presque Isle, ME ",PQI
"Preveza/Lefkas, Greece ",PVK
"Prince Albert, SK ",YPA
"Prince George, BC ",YXS
"Prince George, BC - Rail service ",XDV
"Prince Rupert, BC - Digby Island Airport ",YPR
"Prince Rupert, BC - Rail service ",XDW
"Princeton, WV ",BLF
"Pristina, Serbia and Montenegro ",PRN
"Proserpine, QL, Australia ",PPP
"Providence, RI ",PVD
"Providenciales, Turks and Caicos Islands ",PLS
"Provincetown, MA ",PVC
"Prudhoe Bay/Deadhorse, AK ",SCC
"Pucallpa, Peru ",PCL
"Puebla, Mexico ",PBC
"Pueblo, CO ",PUB
"Puerto Ayacucha, Venezuela ",PYH
"Puerto Berria, Colombia ",PBE
"Puerto del Rosario, Spain ",FUE
"Puerto Deseado, SC, Argentina ",PUD
"Puerto Escondido, Mexico ",PXM
"Puerto Jimenez, Costa Rica ",PJM
"Puerto Lempira, Honduras ",PEU
"Puerto Madryn, CB, Argentina ",PMY
"Puerto Maldonado, Peru ",PEM
"Puerto Montt, Chile ",PMC
"Puerto Ordaz, Venezuela ",PZO
"Puerto Plata, Dominican Republic ",POP
"Puerto Princesa, Philippines ",PPS
"Puerto Suarez, Bolivia ",PSZ
"Puerto Vallarta, Mexico ",PVR
"Pukatawagan, MB - ",XPK
"Pula, Croatia ",PUY
"Pullman, WA ",PUW
"Pune, India ",PNQ
"Punta Arenas, Chile ",PUQ
"Punta Cana, Dominican Republic ",PUJ
"Punta Del Este, Uruguay ",PDP
"Punta Gorda, Belize ",PND
"Punta Islita, Costa Rica ",PBP
"Puttaparthi, India ",PUT
"Putussibau, Indonesia ",PSU
"Pyongyang, North Korea ",FNJ
"Qaisumah, Saudi Arabia ",AQI
"Qaqortoq, Greenland ",JJU
"Qiemo, China ",IQM
"Qikiqtarjuaq, NU ",YVM
"Qingdao, China ",TAO
"Qiqihar, China ",NDG
"Qualicum, BC ",XQU
"Quaqtaq, QC ",YQC
"Quebec, QC - Charny Rail service ",YFZ
"Quebec, QC - International Airport ",YQB
"Quebec, QC - Levis Rail service ",XLK
"Quebec, QC - Quebec Station Rail service ",XLJ
"Quebec, QC - Sainte-Foy Rail service ",XFY
"Queenstown, New Zealand ",ZQN
"Quelimane, Mozambique ",UEL
"Quepos, Costa Rica ",XQP
"Queretaro, Mexico ",QRO
"Quesnel, BC ",YQZ
"Quetta, Pakistan ",UET
"Qui Nhon, Viet Nam ",UIH
"Quibdo, Colombia ",UIB
"Quimper, France ",UIP
"Quincy, IL ",UIN
"Quinhagak, AK ",KWN
"Quipi, QL, Australia ",ULP
"Quito, Ecuador ",UIO
"Rabaraba, Papua New Guinea ",RBP
"Rabat, Morocco ",RBA
"Rabaul, Papua New Guinea ",RAB
"Rach Gia, Viet Nam ",VKG
"Raduzhnyi, Russia ",RAT
"Rae Lakes, NT ",YRA
"Rafha, Saudi Arabia ",RAH
"Rafsanjan, Iran ",RJN
"Raiatea, French Polynesia ",RFP
"Rainbow Lake, AB ",YOP
"Rajkot, India ",RAJ
"Rajshahi, Bangladesh ",RJH
"Raleigh/Durham, NC ",RDU
"Ramato, Solomon Islands ",RBV
"Ramingining, NT, Australia ",RAM
"Rampart, AK ",RMP
"Ranchi, India ",IXR
"Rankin Inlet, NU ",YRT
"Ranong, Thailand ",UNN
"Rapid City, SD ",RAP
"Rarotonga, Cook Islands ",RAR
"Ras Al Khaimah, United Arab Emirates ",RKT
"Rasht, Iran ",RAS
"Ratanakiri, Cambodia ",RBE
"Rawala Kot, Pakistan ",RAZ
"Reading, PA ",RDG
"Rebun, Japan ",RBJ
"Recife, PE, Brazil ",REC
"Reconquista, SF, Argentina ",RCQ
"Red Devil, AK ",RDV
"Red Lake, ON ",YRL
"Red Sucker Lake, MB ",YRS
"Redding, CA ",RDD
"Redmond, OR ",RDM
"Reggio Calabria, Italy ",REG
"Regina, SK ",YQR
"Rennell, Solomon Islands ",RNL
"Rennes, France ",RNS
"Reno, NV ",RNO
"Repulse Bay, NU ",YUT
"Resistencia, CW, Argentina ",RES
"Resolute, NU ",YRB
"Reus, Spain and Canary Islands ",REU
"Reykjavik, Iceland ",KEF
"Reynossa, Mexico ",REX
"Rhinelander, WI, ",RHI
"Rhodes, Gabon ",RHO
"Ribeirao Preto, SP, Brazil ",RAO
"Riberalta, Bolivia ",RIB
"Richards Bay, South Africa ",RCB
"Richmond, QL, Australia ",RCM
"Richmond, VA ",RIC
"Riga, Latvia ",RIX
"Rigolet, NL ",YRG
"Rijeka, Croatia ",RJK
"Rimini, Italy ",RMI
"Rimouski, QC ",YXK
"Rio Branco, AC, Brazil ",RBR
"Rio Cuarto, CD, Argentina ",RCU
"Rio De Janeiro, RJ, Brazil ",GIG
"Rio Gallegos, Argentina - Internacional ",RGL
"Rio Grande, RS, Brazil ",RIG
"Rio Grande, TF, Argentina ",RGA
"Rio Mayo, CB, Argentina ",ROY
"Rio Verde, GO, Brazil ",RVD
"Riohacha, Colombia ",RCH
"Rishiri, Japan ",RIS
"Riverton, WY ",RIW
"Riviere-a-Pierre, QC - Rail service ",XRP
"Riyadh, Saudi Arabia ",RUH
"Riyan Mukalla, Yemen ",RIY
"Roane, France ",RNE
"Roanoke, VA ",ROA
"Roatan, Honduras ",RTB
"Roberval, QC ",YRJ
"Roch Gia, Viet Nam ",VKG
"Roche Harbor, WA ",RCE
"Rochester, MN ",RST
"Rochester, NY ",ROC
"Rock Sound, Bahamas ",RSD
"Rock Springs, WY ",RKS
"Rockford, IL - Park&Ride Bus ",ZRF
"Rockford, IL - Van Galder Bus ",ZRK
"Rockhampton, QL, Australia ",ROK
"Rockland, ME ",RKD
"Rodez, France ",RDZ
"Rodrigues Island, Mauritius ",RRG
"Roervik, Norway ",RVK
"Rognan, Norway ",ZXM
"Roma, QL, Australia ",RMA
"Rome, Italy - All airports ",ROM
"Rome, Italy - Ciampino ",CIA
"Rome, Italy - Leonardo Da Vinci/Fiumicino ",FCO
"Rongelap Island, Marshall Islands ",RNP
"Ronneby, Sweden ",RNB
"Roros, Norway ",RRS
"Rorutu, French Polynesia ",RUR
"Rosario, SF, Argentina ",ROS
"Rosario, WA ",RSJ
"Rosh Pina, Iceland ",RPN
"Rost, Norway ",RET
"Rostock-Laage, Germany ",RLG
"Rostov, Russia ",ROV
"Roswell, NM ",ROW
"Rota, Northern Mariana Islands ",ROP
"Rotorua, New Zealand ",ROT
"Rotterdam, Netherlands ",RTM
"Rouen, France ",URO
"Round Lake, ON ",ZRJ
"Rouyn/Noranda, QC ",YUY
"Rovaniemi, Finland ",RVN
"Ruby, AK ",RBY
"Russian Mission, AK ",RSH
"Rutland, VT ",RUT
"S. Cristobal del Casas, Mexico ",SZT
"Saarbruecken, Germany ",QFZ
"Sachigo Lake, ON ",ZPB
"Sachs Harbour, NT ",YSY
"Sackville, NB - Rail service ",XKV
"Sacramento, CA ",SMF
"Saginaw, MI ",MBS
"Saint Cloud, MN ",STC
"Saint Croix, U.S. Virgin Islands ",STX
"Saint George Island, AK ",STG
"Saint George, UT ",SGU
"Saint Hyacinthe, QC - Rail service ",XIM
"Saint John, NB ",YSJ
"Saint Johns, NL ",YYT
"Saint Leonard, NB ",YSL
"Saint Louis, MO ",STL
"Saint Lucia, ST. LUCIA ",SLU
"Saint Maarten, Netherlands Antilles ",SXM
"Saint Mary's, AK ",KSM
"Saint Michael, AK ",SMK
"Saint Paul Island, AK ",SNP
"Saint Petersburg, Russia - Pulkovo ",LED
"Saint Thomas, U.S. Virgin Islands ",STT
"Saint Tropez, France ",XPZ
"Saint Tropez, France - La Mole ",LTT
"Saipan, Northern Mariana Islands ",SPN
"Sakon Nakhon, Thailand ",SNO
"Salehard, Russia ",SLY
"Salem, OR ",SLE
"Salina, KS ",SLN
"Salisbury-Ocean City, MD ",SBY
"Salluit, QC ",YZG
"Salt Cay, Turks and Caicos Islands ",SLX
"Salt Lake City, UT ",SLC
"Saltillo, Mexico ",SLW
"Salvadore, BA, Brazil ",SSA
"Salzburg, Austria ",SZG
"Samara, Russia ",KUF
"Sambaua, Madagascar ",SVB
"Samburu, Kenya ",UAS
"Samos, Greece ",SMI
"San Andres Island, Colombia ",ADZ
"San Angelo, TX ",SJT
"San Antonio Oesta, RN, Argentina ",OES
"San Antonio, TX ",SAT
"San Antonio, Venezuela ",SVZ
"San Carlos, Argentina ",BRC
"San Diego, CA ",SAN
"San Francisco, CA ",SFO
"San Jose, CA ",SJC
"San Jose, Costa Rica - Juan Santa Maria ",SJO
"San Jose, Costa Rica - Tobias Bolanos Int'l ",SYQ
"San Juan, Puerto Rico ",SJU
"San Juan, Puerto Rico ",SJU
"San Juan, SJ, Argentina ",UAQ
"San Julian, SC, Argentina ",ULA
"San Luis Obispo, CA ",SBP
"San Luis Potosi, Mexico ",SLP
"San Luis, SL, Argentina ",LUQ
"San Marino, San Marino ",SAI
"San Martin De Los Andes, Argentina ",CPC
"San Miguel, Panama ",NMG
"San Pedro Sula, Honduras ",SAP
"San Rafael, Argentina ",AFA
"San Salvador, Bahamas ",ZSA
"San Salvador, El Salvador ",SAL
"San Sebastian, Spain ",EAS
"Sana'a, Yemen ",SAH
"Sand Point, AK ",SDP
"Sanday, United Kingdom ",NDY
"Sandy Lake, ON ",ZSJ
"Sanford, FL ",SFB
"Sanikiluaq, NU ",YSK
"Santa Ana, CA ",SNA
"Santa Ana, Solomon Islands ",NNB
"Santa Barbara, CA ",SBA
"Santa Barbara, Ed, Venezuela ",STB
"Santa Cruz De La Palma, Spain and Canary Islands - La Palma ",SPC
"Santa Cruz, Bolivia ",VVI
"Santa Fe, NM ",SAF
"Santa Maria, Brazil ",RIA
"Santa Maria, CA ",SMX
"Santa Maria, Portugal ",SMA
"Santa Marta, Colombia ",SMR
"Santa Rosa, CA ",STS
"Santa Rosa, LP, Argentina ",RSA
"Santarem, PA, Brazil ",STM
"Sante Marie, Madagascar ",SMS
"Santiago, Chile ",SCL
"Santiago, Dominican Republic ",STI
"Santo Angelo, Brazil ",GEL
"Santo Antao, Cape Verde ",NTO
"Santo Domingo, Dominican Republic - Herrera ",HEX
"Santo Domingo, Dominican Republic - Las Americas ",SDQ
"Santo Domingo, Venezuela ",STD
"Sanya, China ",SYX
"Sao Nicolau, Cape Verde ",SNE
"Sao Paulo, Brazil - Congonhas ",CGH
"Sao Paulo, Brazil - Guarulhos Intl ",GRU
"Sao Paulo, Brazil - Viracopos ",VCP
"Sao Tome Is., Sao Tome and Principe ",TMS
"Sao Vicente, Cape Verde ",VXE
"Sapporo, Japan - Chitose ",CTS
"Sapporo, Japan - Okadama ",OKD
"Sara, Vanuatu ",SSR
"Saranac Lake, NY ",SLK
"Sarasota, FL ",SRQ
"Saratov, Russia ",RTW
"Sarmi, Indonesia ",ZRM
"Sarnia, ON ",YZR
"Sarnia, ON - Rail service ",XDX
"Saskatoon, SK ",YXE
"Satu Mare, Romania ",SUJ
"Satwag, Papua New Guinea ",SWG
"Sau Luiz, MA, Brazil ",SLZ
"Sault Ste Marie, MI, ",CIU
"Sault Ste-Marie, ON ",YAM
"Saumlaki, Indonesia ",SXK
"Savannah, GA ",SAV
"Savannakhet, Laos ",ZVK
"Savonlinna, Finland ",SVL
"Savoonga, AK ",SVA
"Savusavu, Fiji ",SVU
"Sayaboury, Laos ",ZBY
"Scammon Bay, AK ",SCM
"Schefferville, QC ",YKL
"Scottsbluff, NE ",BFF
"Scranton, PA ",AVP
"Seattle, WA - Lake Union SPB ",LKE
"Seattle, WA - Seattle/Tacoma International ",SEA
"Sege, Solomon Islands ",EGM
"Seiyun, Yemen ",GXF
"Selawik, AK ",WLK
"Selje, Norway ",QFK
"Semarang, Indonesia ",SRG
"Senggo, Indonesia ",ZEG
"Senneterre, QC - Rail service ",XFK
"Seoul, South Korea - All Airports ",SEL
"Seoul, South Korea - Gimpo International ",GMP
"Seoul, South Korea - Incheon International ",ICN
"Sept-Iles, QC ",YZV
"Servi, Indonesia ",ZRI
"Sesriem, Namibia ",SZM
"Sevilla, Spain and Canary Islands ",SVQ
"Seward, AK ",SWD
"Shageluk, AK ",SHX
"Shaktoolik, AK ",SKK
"Shamattawa, MB ",ZTM
"Shanghai, China ",PVG
"Shannon, Ireland ",SNN
"Shantou, China ",SWA
"Sharm El Sheikh, Egypt ",SSH
"Shawinigan, QC - Rail service ",XFL
"Shawnigan, BC - Rail service ",XFM
"Sheffield, United Kingdom ",SZD
"Sheffield/Florence/Muscle Shoals, AL ",MSL
"Sheldon Point, AK ",SXP
"Shenzhen, China ",SZX
"Sheridan, WY ",SHR
"Shetland Islands, United Kingdom - Lerwick/Tingwall ",LWK
"Shetland Islands, United Kingdom - Sumburgh ",LSI
"Shillavo, Ethiopia ",HIL
"Shimkent, Kazakhstan ",CIT
"Shiraz, Iran ",SYZ
"Shishmaref, AK ",SHH
"Shonai, Japan ",SYO
"Shreveport, LA ",SHV
"Shungnak, AK ",SHG
"Shute Harbor, Australia ",JHQ
"Siem Reap, Cambodia ",REP
"Silchar, India ",IXS
"Silver City, NM ",SVC
"Simao, China ",SYM
"Sinak, Indonesia ",NKD
"Singapore, Singapore - Changi ",SIN
"Singapore, Singapore - Seletar ",XSP
"Sintang, Indonesia ",SQG
"Sioux City, IA ",SUX
"Sioux Falls, SD ",FSD
"Sioux Lookout, ON ",YXL
"Sisimiut, Greenland ",JHS
"Sitka, AK ",SIT
"Sittwe, Myanmar ",AKY
"Sivas, Turkey ",VAS
"Skagway, AK ",SGY
"Skiathos, Greece ",JSI
"Skopie, Macedonia ",FYROM
"Skovde, Sweden ",KVB
"Skukuza, South Africa ",SZK
"Sleetmore, AK ",SLQ
"Sligo, Ireland ",SXL
"Smith Falls, ON ",YSH
"Smithers, BC ",YYD
"Snare Lake, NT ",YFJ
"Soalala, Madagascar ",DWB
"Soderham, Sweden ",SOO
"Sofia, Bulgaria ",SOF
"Sognolal, Norway ",SOG
"Solo City, Indonesia ",SOC
"Son-La, Viet Nam - Na-San ",SQH
"Sorkjosen, Norway ",SOJ
"Sorocaba, Brazil ",SOD
"South Andros, Bahamas ",TZN
"South Bend, IN ",SBN
"South Caicos, Turks and Caicos Islands ",XSC
"South Hampton, United Kingdom ",SOU
"South Indian Lake, MB ",XSI
"South Molle Island, QL, Australia ",SOI
"South Naknek, AK ",WSN
"Southern Pines, NC ",SOP
"Spartanburg/Greenville, SC ",GSP
"Split, Croatia ",SPU
"Spokane, WA ",GEG
"Spring Point, Bahamas ",AXP
"Springfield, IL ",SPI
"Springfield, MO ",SGF
"Srinagar, India ",SXR
"St Anthony, NL ",YAY
"St Catharines, ON ",YCM
"St Denis de la Reunion, Reunion ",RUN
"St Kitts, St Kitts and Nevis ",SKB
"St Marys, ON - Rail service ",XIO
"St Petersburg/Clearwater, FL ",PIE
"St Pierre, St Pierre and Miquelon ",FSP
"St Vincent, Saint Vincent and the Grenadines ",SVD
"St. Croix Island, U.S. Virgin Islands ",STX
"St. Etienne, France ",EBU
"St. Eustatius, Netherlands Antilles ",EUX
"St. Lucia, St. Lucia ",UVF
"St. Lucia, St. Lucia - Hawnorra ",UVF
"St. Petersburg, Russia ",LED
"St. Pierre de la Reunion, Reunion ",ZSE
"St. Thomas Island, U.S. Virgin Islands ",STT
"State College/University Park, PA ",SCE
"Staunton, VA ",SHD
"Stavanger, Norway ",SVG
"Stavropol, Russia ",STW
"Ste Therese Point, MB ",YST
"Steamboat Springs, CO ",SBS
"Stebbins, AK ",WBB
"Stella Maris, Bahamas ",SML
"Stephenville, NL ",YJT
"Stevens Point/Wausau, WI ",CWA
"Stevens Village, AK ",SVS
"Stewart Field/Newburgh, NY ",SWF
"Stockholm, Sweden - All airports ",STO
"Stockholm, Sweden - Arlanda ",ARN
"Stockholm, Sweden - Bromma ",BMA
"Stockton, CA ",SCK
"Stony Rapids, SK ",YSF
"Stony River, AK ",SRV
"Stornoway, United Kingdom ",SYY
"Storuman, Sweden ",SQO
"Strasbourg, France - Bus service ",XER
"Strasbourg, France - Entzheim ",SXB
"Strathroy, ON - Rail service ",XTY
"Stronsay, United Kingdom ",SOY
"Stung Treng, Cambodia ",TNX
"Stuttgart, Germany - Echterdingen ",STR
"Stuttgart, Germany - Rail service ",ZWS
"Suavanao, Solomon Islands ",VAO
"Sucre, Bolivia ",SRE
"Sudbury, ON ",YSB
"Sudbury, ON - Rail service ",XDY
"Sue Island, QL, Australia ",SYU
"Sui, Pakistan ",SUL
"Sukhotthai, Thailand ",THS
"Summer Beaver, ON ",SUR
"Sun City, South Africa ",NTY
"Sun Valley, ID ",SUN
"Sunshine Coast, QL, Australia ",MCY
"Surabaya, Indonesia ",SUB
"Surat Thani, Thailand ",URT
"Suva, Fiji ",SUV
"Sveg, Sweden ",EVG
"Svolvaer, Norway ",SVJ
"Swan River, MB ",ZJN
"Sydney, New South Wales, Australia ",SYD
"Sydney, NS ",YQY
"Sylhet, Bangladesh ",ZYL
"Syracuse, NY ",SYR
"Szczecin, Poland ",SZZ
"Taba, Egypt ",TCP
"Tabarka, Tunisia ",TBJ
"Tabatinga, AM, Brazil ",TBT
"Tabora, Tanzania ",TBO
"Tabriz, Iran ",TBZ
"Tabubil, Papua New Guinea ",TBG
"Tabuk, Saudi Arabia ",TUU
"Tacheng, China ",TCG
"Tachilek, Myanmar ",THL
"Tacloban, Philippines ",TAC
"Tacna, Peru ",TCQ
"Tadoule Lake, MB ",XTL
"Taichung, Taiwan ",TXG
"Taif, Saudi Arabia ",TIF
"Tainan, Taiwan ",TNN
"Taipei, Taiwan - Chiang Kai Shek ",TPE
"Taipei, Taiwan - Sung Shan ",TSA
"Taitung, Taiwan ",TTT
"Taiyuan, China ",TYN
"Taiz, Yemen ",TAI
"Takotna, AK ",TCT
"Talkeetna, AK ",TKA
"Tallahassee, FL ",TLH
"Tallinn, Estonia ",TLL
"Taloyoak, NU ",YYH
"Tamanrasset, Algeria ",TMR
"Tamarindo, Costa Rica ",TNO
"Tamatave, Madagascar ",TMM
"Tambohorano, Madagascar",WTA
"Tambolaka, Indonesia ",TMC
"Tambor, Costa Rica ",TMU
"Tampa, FL ",TPA
"Tampere, Finland ",TMP
"Tampico, Mexico ",TAM
"Tamworth, NS, Australia ",TMW
"Tanahmerah, Indonesia ",TMH
"Tanana, AK ",TAL
"Tangier, Morocco ",TNG
"Tanjung Pandan, Indonesia ",TJQ
"Tanjung Selor, Indonesia ",TJS
"Tanna, Vanuatu ",TAH
"Taos, NM ",TSM
"Tapachula, Mexico ",TAP
"Tarakan, Indonesia ",TRK
"Taramajma, Japan ",TRA
"Taranto, Italy ",TAR
"Tarapoto, Peru ",TPP
"Tarawa, Kiribati ",TRW
"Taree, NS, Australia ",TRO
"Tari, Papua New Guinea ",TIZ
"Tarija, Bolivia ",TJA
"Tashkent, Uzbekistan ",TAS
"Tasiujuaq, QC ",YTQ
"Tatitlek, AK ",TEK
"Taupo, New Zealand ",TUO
"Tauranga, New Zealand ",TRG
"Taveuni, Fiji ",TVU
"Tawau, Malaysia ",TWU
"Tbessa, Algeria ",TEE
"Tbilisi, Georgia ",TBS
"Tchibanga, Gabon ",TCH
"Te Anau, New Zealand ",TEU
"Teesside, United Kingdom ",MME
"Tefe, AM, Brazil ",TFF
"Tegucigalpa, Honduras ",TGU
"Tehran, Iran - Mehrabad ",THR
"Tekadu, Papua New Guinea ",TKB
"Tel Aviv, Israel ",TLV
"Teller Mission, AK ",KTS
"Telluride, CO ",TEX
"Tembagapura, Indonesia ",TIM
"Teminabuan, Indonesia ",TXM
"Temuco, Chile ",ZCO
"Tenakee Springs, AK ",TKE
"Tenerife, Spain and Canary Islands - Norte Los Rodeos ",TFN
"Tenerife, Spain and the Canary Islands - Sur Reina Sofia ",TFS
"Tennant Creek, NT, Australia ",TCA
"Tepic, Mexico ",TPQ
"Terceira Island, Portugal ",TER
"Teresina, PI, Brazil ",THE
"Termez, Uzbekistan ",TMJ
"Ternate, Indonesia ",TTE
"Terrace, BC ",YXT
"Terre Haute, IN ",HUF
"Tetabedi, Papua New Guinea ",TDB
"Tete, Mozambique ",TET
"Tete-a-La Baleine, QC ",ZTB
"Tetlin, AK ",TEH
"Tetuan, Morocco ",TTU
"Texarkana, AR ",TXK
"Tezpur, India ",TEZ
"Thandwe, Myanmar ",SNW
"Thangool, QL, Australia ",THG
"Thargomindah, QL, Australia ",XTG
"The Bight, Bahamas ",TBI
"The Pas, MB ",YQD
"The Pas, MB - Rail service ",XDZ
"Thessaloniki, Greece ",SKG
"Thicket Portage, MB ",YTD
"Thief River Falls, MN ",TVF
"Thira, Greece ",JTR
